source_type,source_repository,source_identifier,target_object_id,exact_expression,normalized_expression,author_date,committer_date,tier
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-34404,u=P_\Lambda u+(I-P_\Lambda)u,u=p_\lambda u+(i-p_\lambda)u,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-34383,u=P_\Lambda u+(I-P_\Lambda)u,u=p_\lambda u+(i-p_\lambda)u,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-33354,u=P_\Lambda u+(I-P_\Lambda)u,u=p_\lambda u+(i-p_\lambda)u,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-32906,u=P_\Lambda u+(I-P_\Lambda)u,u=p_\lambda u+(i-p_\lambda)u,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-32851,u=P_\Lambda u+(I-P_\Lambda)u,u=p_\lambda u+(i-p_\lambda)u,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-40582,R_\Lambda(u)=\text{high-frequency residual},r_\lambda(u)=\text{high-frequency residual},2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-40581,R_\Lambda(u)=\text{high-frequency residual},r_\lambda(u)=\text{high-frequency residual},2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-40575,R_\Lambda(u)=\text{high-frequency residual},r_\lambda(u)=\text{high-frequency residual},2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-40574,R_\Lambda(u)=\text{high-frequency residual},r_\lambda(u)=\text{high-frequency residual},2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-40372,R_\Lambda(u)=\text{high-frequency residual},r_\lambda(u)=\text{high-frequency residual},2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-40371,R_\Lambda(u)=\text{high-frequency residual},r_\lambda(u)=\text{high-frequency residual},2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-40369,R_\Lambda(u)=\text{high-frequency residual},r_\lambda(u)=\text{high-frequency residual},2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-40365,R_\Lambda(u)=\text{high-frequency residual},r_\lambda(u)=\text{high-frequency residual},2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-40364,R_\Lambda(u)=\text{high-frequency residual},r_\lambda(u)=\text{high-frequency residual},2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-40363,R_\Lambda(u)=\text{high-frequency residual},r_\lambda(u)=\text{high-frequency residual},2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-39469,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-38341,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-37488,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-35548,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-34674,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-34404,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-34383,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-33354,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-32906,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-32851,R(u)=\|u-P_Nu\|^2,r(u)=\|u-p_nu\|^2,2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-39469,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-38341,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-37488,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-35548,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-34674,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-34404,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-34383,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-33354,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-32906,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",2025-12-18,2025-12-18,TIER_4
candidate,REPORTED_MULTI_REPO,UNKNOWN,OPENAI-32851,"\mathcal T(u_N,u_\perp)= -P_N\!\left[ (u_\perp\cdot\nabla)u_N+ (u_N\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]","\mathcal t(u_n,u_\perp)= -p_n\!\left[ (u_\perp\cdot\nabla)u_n+ (u_n\cdot\nabla)u_\perp+ (u_\perp\cdot\nabla)u_\perp \right]",2025-12-18,2025-12-18,TIER_4
zenodo_record,ZENODO:14934901,,,,,,,TIER_4
zenodo_record,ZENODO:14948466,,,,,,,TIER_4
zenodo_record,ZENODO:14950453,,,,,,,TIER_4
zenodo_record,ZENODO:14977667,,,,,,,TIER_4
zenodo_record,ZENODO:15040732,,,,,,,TIER_4
zenodo_record,ZENODO:15080581,,,,,,,TIER_4
zenodo_record,ZENODO:15170089,,,,,,,TIER_4
zenodo_record,ZENODO:15172871,,,,,,,TIER_4
zenodo_record,ZENODO:15220150,,,,,,,TIER_4
zenodo_record,ZENODO:15220186,,,,,,,TIER_4
zenodo_record,ZENODO:15220196,,,,,,,TIER_4
zenodo_record,ZENODO:15220224,,,,,,,TIER_4
zenodo_record,ZENODO:15768350,,,,,,,TIER_4
zenodo_record,ZENODO:16399978,,,,,,,TIER_4
