target_object_id,target_name,target_file,target_specificity,best_candidate_repository,best_candidate_commit_sha,best_candidate_expression,equivalence_class,exact_match_type,explicit_map,notes
OPENAI-0062,Budget.fieldTower_odd,Euler/AllOrderDriftCorrection.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0063,Budget.pointField_odd,Euler/AllOrderDriftCorrection.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0064,Budget.pointTimeDerivative,Euler/AllOrderDriftCorrection.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0065,Budget.pointTimeDerivative_joint_continuous,Euler/AllOrderDriftCorrection.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0066,Budget.pointTimeDerivative_eq_pressure,Euler/AllOrderDriftCorrection.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0067,Budget.pointField_hasDerivAt,Euler/AllOrderDriftCorrection.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0068,Budget.pointField_hasDerivAt_pressure,Euler/AllOrderDriftCorrection.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0069,exists_smooth_lifted_correction,Euler/AllOrderDriftCorrection.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0070,ApproximationResidual,Euler/AllOrderDriftEquation.lean,DISTINCTIVE_CONSTRUCTION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0071,Budget.correctedPressureTower,Euler/AllOrderDriftEquation.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0072,Budget.correctedFieldTower_initial,Euler/AllOrderDriftEquation.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0073,Budget.correctedFieldTower_divergence,Euler/AllOrderDriftEquation.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0074,Budget.correctedPressureTower_gradient,Euler/AllOrderDriftEquation.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0075,Budget.correctedFieldTower_error_energy,Euler/AllOrderDriftEquation.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0076,Budget.correctedFieldTower_hasDerivAt,Euler/AllOrderDriftEquation.lean,DISTINCTIVE_COMBINATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0077,exists_exact_lifted_solution,Euler/AllOrderDriftEquation.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0078,Budget.correctedFieldTower_eq,Euler/AllOrderDriftFieldDecomposition.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0079,Budget.correctedPressureTower_eq,Euler/AllOrderDriftFieldDecomposition.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0080,Budget.correctedFieldTower_pointField,Euler/AllOrderDriftFieldDecomposition.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0081,Budget.correctedPressureTower_pointField,Euler/AllOrderDriftFieldDecomposition.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0082,exactPacketOfResidual_velocity_pointField,Euler/AllOrderDriftFieldDecomposition.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0083,exactPacketOfResidual_pressure_pointField,Euler/AllOrderDriftFieldDecomposition.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0084,finite_exists,Euler/AllOrderDriftFinite.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0085,Budget.solution,Euler/AllOrderDriftFinite.lean,CLASSICAL,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0086,Budget.solution_energy,Euler/AllOrderDriftFinite.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0087,Budget.family,Euler/AllOrderDriftFinite.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0088,Budget.graphCorrectionWordPath,Euler/AllOrderDriftGraph.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0089,Budget.graphTimeDerivativeWordPath,Euler/AllOrderDriftGraph.lean,CLASSICAL,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0090,Budget.graphPressureWordPath,Euler/AllOrderDriftGraph.lean,CLASSICAL,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0091,Budget.correctionTower_pointField,Euler/AllOrderDriftGraph.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0092,Budget.pressureTower_pointField,Euler/AllOrderDriftGraph.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0093,Budget.graphCorrectionWordPath_ae,Euler/AllOrderDriftGraph.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0094,Budget.graphPressureWordPath_ae,Euler/AllOrderDriftGraph.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0095,Budget.graphCorrectionWordPath_hasDerivAt,Euler/AllOrderDriftGraph.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0096,Budget.graphCorrectionWordPath_initial,Euler/AllOrderDriftGraph.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0097,Budget.timeDerivativeTower_pointField,Euler/AllOrderDriftPointwiseBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0098,Budget.pointField_wordSum_bound,Euler/AllOrderDriftPointwiseBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0099,Budget.pointPressure_wordSum_bound,Euler/AllOrderDriftPointwiseBounds.lean,CLASSICAL,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0100,Budget.pointTimeDerivative_wordSum_bound,Euler/AllOrderDriftPointwiseBounds.lean,CLASSICAL,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0101,Budget.commonPressure,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0102,Budget.signedPressurePath_value_common,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0103,Budget.commonPressure_gradient,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0104,Budget.pressureTower,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0105,Budget.pressure_eq_realization,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0106,Budget.pointPressure,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0107,Budget.pointPressure_ae,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0108,Budget.pointPressure_joint_continuous,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0109,Budget.pointPressure_smooth,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0110,Budget.graphPressure,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0111,Budget.graphPressure_joint_continuous,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0112,Budget.graphPressure_has_potential,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0113,Budget.normalizedGraphPotential,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0114,Budget.normalizedGraphPotential_zero,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0115,Budget.normalizedGraphPotential_joint_continuous,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0116,Budget.normalizedGraphPotential_smooth,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0117,Budget.normalizedGraphPotential_gradient,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0118,Budget.normalizedGraphPotential_unique,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0119,Budget.commonPressure_odd,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0120,Budget.pointPressure_odd,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0121,Budget.graphPressure_odd,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0122,Budget.normalizedGraphPotential_even,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0123,exists_normalized_pressure,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0124,exists_odd_normalized_pressure,Euler/AllOrderDriftPressure.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0125,sourceBound_scaling,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0126,Budget.sourceSize,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0127,Budget.baseCorrectionSize,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0128,Budget.pressureCost,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0129,Budget.baseCorrectionSize_nonneg,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0130,Budget.sourceSize_le_delta,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0131,Budget.sourceCost_nonneg,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0132,tower_weightedNorm_eq,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0133,Budget.rawSourceTower_reducedNorm,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0134,Budget.pressureTower_reducedNorm,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0135,Budget.timeDerivativeTower_reducedNorm,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
OPENAI-0136,Budget.pressureTower_reducedNorm_delta,Euler/AllOrderDriftPressureBounds.lean,STANDARD_SPECIALIZATION,,,,NO_VERIFIED_PRIOR_MATCH,N/A,,no candidate mapped in accessible corpus
